Date,Flow (MGD),Velocity (ft/s),Depth (inches),Rainfall (inches)
2018-04-11 00:45:00,0.09,0.68,2.96,
2018-04-11 01:00:00,0.09,0.64,2.98,
2018-04-11 01:15:00,0.09,0.64,2.99,
2018-04-11 01:30:00,0.1,0.72,2.97,
2018-04-11 01:45:00,0.09,0.67,2.96,
2018-04-11 02:00:00,0.1,0.73,2.95,
2018-04-11 02:15:00,0.09,0.67,2.94,
2018-04-11 02:30:00,0.09,0.67,2.94,
2018-04-11 02:45:00,0.09,0.68,2.93,
2018-04-11 03:00:00,0.09,0.7,2.92,
2018-04-11 03:15:00,0.08,0.64,2.93,
2018-04-11 03:30:00,0.09,0.0,2.97,
2018-04-11 03:45:00,0.09,0.7,2.96,
2018-04-11 04:00:00,0.09,0.69,2.93,
2018-04-11 04:15:00,0.08,0.64,2.95,
2018-04-11 04:30:00,0.08,0.6,3.03,
2018-04-11 04:45:00,0.08,0.62,2.96,
2018-04-11 05:00:00,0.08,0.63,2.93,
2018-04-11 05:15:00,0.08,0.61,2.93,
2018-04-11 05:30:00,0.09,0.68,2.96,
2018-04-11 05:45:00,0.09,0.68,2.99,
2018-04-11 06:00:00,0.1,0.7,3.02,
2018-04-11 06:15:00,0.09,0.66,3.06,
2018-04-11 06:30:00,0.1,0.7,3.04,
2018-04-11 06:45:00,0.09,0.63,3.05,
2018-04-11 07:00:00,0.09,0.63,3.18,
2018-04-11 07:15:00,0.09,0.0,3.17,
2018-04-11 07:30:00,0.1,0.7,3.11,
2018-04-11 07:45:00,0.1,0.68,3.19,
2018-04-11 08:00:00,0.1,0.66,3.24,
2018-04-11 08:15:00,0.13,0.85,3.2,
2018-04-11 08:30:00,0.1,0.72,3.07,
2018-04-11 08:45:00,0.0,0.0,0.0,
2018-04-11 09:00:00,0.1,0.66,3.3,
2018-04-11 09:15:00,0.1,0.72,3.01,
2018-04-11 09:30:00,0.09,0.64,3.13,
2018-04-11 09:45:00,0.09,0.64,3.15,
2018-04-11 10:00:00,0.09,0.64,3.17,
2018-04-11 10:15:00,0.1,0.73,3.07,
2018-04-11 10:30:00,0.1,0.69,3.19,
2018-04-11 10:45:00,0.1,0.64,3.24,
2018-04-11 11:00:00,0.09,0.63,3.22,
2018-04-11 11:15:00,0.1,0.64,3.21,
2018-04-11 11:30:00,0.1,0.71,3.11,
2018-04-11 11:45:00,0.09,0.66,3.04,
2018-04-11 12:00:00,0.09,0.67,3.03,
2018-04-11 12:15:00,0.1,0.68,3.07,
2018-04-11 12:30:00,0.09,0.63,3.06,
2018-04-11 12:45:00,0.09,0.65,3.14,
2018-04-11 13:00:00,0.1,0.68,3.17,
2018-04-11 13:15:00,0.09,0.66,3.06,
2018-04-11 13:30:00,0.1,0.72,3.04,
2018-04-11 13:45:00,0.09,0.66,3.02,
2018-04-11 14:00:00,0.1,0.7,3.15,
2018-04-11 14:15:00,0.08,0.62,3.0,
2018-04-11 14:30:00,0.1,0.7,3.02,
2018-04-11 14:45:00,0.07,0.5,3.14,
2018-04-11 15:00:00,0.09,0.69,2.98,
2018-04-11 15:15:00,0.09,0.63,3.01,
2018-04-11 15:30:00,0.1,0.73,2.99,
2018-04-11 15:45:00,0.1,0.69,3.06,
2018-04-11 16:00:00,0.1,0.68,3.08,
2018-04-11 16:15:00,0.09,0.66,3.06,
2018-04-11 16:30:00,0.1,0.73,3.05,
2018-04-11 16:45:00,0.09,0.59,3.25,
2018-04-11 17:00:00,0.11,0.75,3.12,
2018-04-11 17:15:00,0.1,0.72,3.07,
2018-04-11 17:30:00,0.1,0.73,3.03,
2018-04-11 17:45:00,0.1,0.73,3.07,
2018-04-11 18:00:00,0.1,0.7,3.09,
2018-04-11 18:15:00,0.1,0.7,3.2,
2018-04-11 18:30:00,0.09,0.63,3.11,
2018-04-11 18:45:00,0.1,0.7,3.1,
2018-04-11 19:00:00,0.09,0.65,3.14,
2018-04-11 19:15:00,0.1,0.67,3.1,
2018-04-11 19:30:00,0.1,0.69,3.22,
2018-04-11 19:45:00,0.1,0.7,3.13,
2018-04-11 20:00:00,0.09,0.66,3.09,
2018-04-11 20:15:00,0.09,0.63,3.06,
2018-04-11 20:30:00,0.1,0.7,3.06,
2018-04-11 20:45:00,0.11,0.75,3.24,
2018-04-11 21:00:00,0.09,0.62,3.11,
2018-04-11 21:15:00,0.09,0.66,3.08,
2018-04-11 21:30:00,0.11,0.71,3.23,
2018-04-11 21:45:00,0.11,0.71,3.19,
2018-04-11 22:00:00,0.1,0.68,3.22,
2018-04-11 22:15:00,0.11,0.75,3.22,
2018-04-11 22:30:00,0.1,0.72,3.1,
2018-04-11 22:45:00,0.09,0.61,3.26,
2018-04-11 23:00:00,0.1,0.71,3.17,
2018-04-11 23:15:00,0.09,0.63,3.08,
2018-04-11 23:30:00,0.1,0.71,3.12,
2018-04-11 23:45:00,0.1,0.71,2.99,
2018-04-12 00:00:00,0.09,0.66,2.94,
2018-04-12 00:15:00,0.08,0.59,3.04,
2018-04-12 00:30:00,0.09,0.66,3.02,
2018-04-12 00:45:00,0.09,0.63,3.0,
2018-04-12 01:00:00,0.08,0.64,2.93,
2018-04-12 01:15:00,0.09,0.65,2.98,
2018-04-12 01:30:00,0.09,0.67,2.95,
2018-04-12 01:45:00,0.09,0.64,2.96,
2018-04-12 02:00:00,0.09,0.65,2.93,
2018-04-12 02:15:00,0.09,0.66,2.95,
2018-04-12 02:30:00,0.08,0.62,2.94,
2018-04-12 02:45:00,0.08,0.64,2.95,
2018-04-12 03:00:00,0.09,0.69,2.97,
2018-04-12 03:15:00,0.09,0.66,3.0,
2018-04-12 03:30:00,0.09,0.7,2.96,
2018-04-12 03:45:00,0.09,0.65,2.98,
2018-04-12 04:00:00,0.09,0.7,2.99,
2018-04-12 04:15:00,0.09,0.7,2.98,
2018-04-12 04:30:00,0.1,0.7,2.99,
2018-04-12 04:45:00,0.09,0.68,2.99,
2018-04-12 05:00:00,0.11,0.77,3.1,
2018-04-12 05:15:00,0.09,0.68,2.96,
2018-04-12 05:30:00,0.1,0.76,3.01,
2018-04-12 05:45:00,0.11,0.79,3.06,
2018-04-12 06:00:00,0.1,0.72,3.06,
2018-04-12 06:15:00,0.1,0.73,3.05,
2018-04-12 06:30:00,0.1,0.73,3.0,
2018-04-12 06:45:00,0.1,0.71,3.03,
2018-04-12 07:00:00,0.1,0.0,3.08,
2018-04-12 07:15:00,0.11,0.78,3.1,
2018-04-12 07:30:00,0.1,0.72,3.1,
2018-04-12 07:45:00,0.1,0.69,3.2,
2018-04-12 08:00:00,0.11,0.75,3.15,
2018-04-12 08:15:00,0.1,0.71,3.15,
2018-04-12 08:30:00,0.1,0.68,3.15,
2018-04-12 08:45:00,0.1,0.72,3.06,
2018-04-12 09:00:00,0.1,0.7,3.06,
2018-04-12 09:15:00,0.11,0.75,3.15,
2018-04-12 09:30:00,0.11,0.76,3.11,
2018-04-12 09:45:00,0.1,0.67,3.14,
2018-04-12 10:00:00,0.09,0.66,3.08,
2018-04-12 10:15:00,0.1,0.71,3.06,
2018-04-12 10:30:00,0.11,0.77,3.18,
2018-04-12 10:45:00,0.11,0.71,3.18,
2018-04-12 11:00:00,0.11,0.72,3.19,
2018-04-12 11:15:00,0.1,0.71,3.1,
2018-04-12 11:30:00,0.1,0.68,3.12,
2018-04-12 11:45:00,0.0,0.0,0.0,
2018-04-12 12:00:00,0.06,0.43,3.06,
2018-04-12 12:15:00,0.1,0.73,3.09,
2018-04-12 12:30:00,0.1,0.73,3.04,
2018-04-12 12:45:00,0.12,0.84,3.06,
2018-04-12 13:00:00,0.09,0.66,3.04,
2018-04-12 13:15:00,0.09,0.65,3.03,
2018-04-12 13:30:00,0.1,0.71,3.02,
2018-04-12 13:45:00,0.09,0.63,3.08,
2018-04-12 14:00:00,0.13,0.92,3.05,
2018-04-12 14:15:00,0.09,0.68,3.03,
2018-04-12 14:30:00,0.09,0.67,3.0,
2018-04-12 14:45:00,0.1,0.72,3.12,
2018-04-12 15:00:00,0.09,0.68,3.05,
2018-04-12 15:15:00,0.09,0.66,3.07,
2018-04-12 15:30:00,0.1,0.74,3.06,
2018-04-12 15:45:00,0.1,0.7,3.03,
2018-04-12 16:00:00,0.1,0.7,3.06,
2018-04-12 16:15:00,0.1,0.71,3.04,
2018-04-12 16:30:00,0.1,0.75,3.02,
2018-04-12 16:45:00,0.11,0.74,3.13,
2018-04-12 17:00:00,0.11,0.78,3.12,
2018-04-12 17:15:00,0.1,0.72,3.11,
2018-04-12 17:30:00,0.1,0.64,3.25,
2018-04-12 17:45:00,0.11,0.73,3.16,
2018-04-12 18:00:00,0.09,0.62,3.1,
2018-04-12 18:15:00,0.1,0.68,3.1,
2018-04-12 18:30:00,0.09,0.67,3.08,
2018-04-12 18:45:00,0.1,0.67,3.17,
2018-04-12 19:00:00,0.09,0.65,3.09,
2018-04-12 19:15:00,0.1,0.71,3.17,
2018-04-12 19:30:00,0.1,0.69,3.2,
2018-04-12 19:45:00,0.09,0.66,3.05,
2018-04-12 20:00:00,0.11,0.79,3.12,
2018-04-12 20:15:00,0.11,0.7,3.22,
2018-04-12 20:30:00,0.09,0.61,3.21,
2018-04-12 20:45:00,0.08,0.59,3.02,
2018-04-12 21:00:00,0.09,0.62,3.04,
2018-04-12 21:15:00,0.1,0.67,3.1,
2018-04-12 21:30:00,0.1,0.69,3.13,
2018-04-12 21:45:00,0.14,0.89,3.27,
2018-04-12 22:00:00,0.1,0.68,3.1,
2018-04-12 22:15:00,0.1,0.71,3.17,
2018-04-12 22:30:00,0.1,0.64,3.25,
2018-04-12 22:45:00,0.1,0.7,3.18,
2018-04-12 23:00:00,0.09,0.6,3.23,
2018-04-12 23:15:00,0.09,0.64,3.13,
2018-04-12 23:30:00,0.1,0.72,3.05,
2018-04-12 23:45:00,0.09,0.64,2.97,
2018-04-13 00:00:00,0.09,0.67,2.96,
2018-04-13 00:15:00,0.09,0.65,2.93,
2018-04-13 00:30:00,0.09,0.64,3.0,
2018-04-13 00:45:00,0.1,0.76,2.98,
2018-04-13 01:00:00,0.09,0.66,2.96,
2018-04-13 01:15:00,0.07,0.52,2.94,
2018-04-13 01:30:00,0.07,0.56,2.93,
2018-04-13 01:45:00,0.08,0.63,2.92,
2018-04-13 02:00:00,0.08,0.6,2.92,
2018-04-13 02:15:00,0.09,0.65,2.95,
2018-04-13 02:30:00,0.09,0.71,2.91,
2018-04-13 02:45:00,0.08,0.62,2.95,
2018-04-13 03:00:00,0.09,0.7,2.95,
2018-04-13 03:15:00,0.1,0.73,2.94,
2018-04-13 03:30:00,0.09,0.69,2.95,
2018-04-13 03:45:00,0.09,0.69,2.95,
2018-04-13 04:00:00,0.09,0.7,2.96,
2018-04-13 04:15:00,0.09,0.67,2.93,
2018-04-13 04:30:00,0.09,0.69,2.93,
2018-04-13 04:45:00,0.09,0.7,2.95,
2018-04-13 05:00:00,0.09,0.68,2.97,
2018-04-13 05:15:00,0.1,0.73,2.98,
2018-04-13 05:30:00,0.1,0.72,3.01,
2018-04-13 05:45:00,0.1,0.72,3.09,
2018-04-13 06:00:00,0.1,0.71,3.0,
2018-04-13 06:15:00,0.09,0.69,3.01,
2018-04-13 06:30:00,0.1,0.68,3.07,
2018-04-13 06:45:00,0.1,0.76,3.04,
2018-04-13 07:00:00,0.1,0.69,3.12,
2018-04-13 07:15:00,0.0,0.0,0.0,
2018-04-13 07:30:00,0.1,0.73,3.07,
2018-04-13 07:45:00,0.0,0.0,0.0,
2018-04-13 08:00:00,0.1,0.68,3.25,
2018-04-13 08:15:00,0.0,0.0,0.0,
2018-04-13 08:30:00,0.12,0.78,3.23,
2018-04-13 08:45:00,0.0,0.0,0.0,
2018-04-13 09:00:00,0.1,0.68,3.07,
2018-04-13 09:15:00,0.0,0.0,0.0,
2018-04-13 09:30:00,0.1,0.72,2.98,
2018-04-13 09:45:00,0.0,0.0,0.0,
2018-04-13 10:00:00,0.09,0.67,3.04,
2018-04-13 10:15:00,0.0,0.0,0.0,
2018-04-13 10:30:00,0.13,0.9,3.18,
2018-04-13 10:45:00,0.0,0.0,0.0,
2018-04-13 11:00:00,0.1,0.72,3.02,
2018-04-13 11:15:00,0.0,0.0,0.0,
2018-04-13 11:30:00,0.09,0.67,2.99,
2018-04-13 11:45:00,0.0,0.0,0.0,
2018-04-13 12:00:00,0.09,0.0,2.99,
2018-04-13 12:15:00,0.09,0.63,3.0,
2018-04-13 12:30:00,0.09,0.0,3.01,
2018-04-13 12:45:00,0.09,0.67,3.03,
2018-04-13 13:00:00,0.0,0.0,0.0,
2018-04-13 13:15:00,0.09,0.69,3.0,
2018-04-13 13:30:00,0.1,0.71,3.0,
2018-04-13 13:45:00,0.0,0.0,0.0,
2018-04-13 14:00:00,0.1,0.0,3.01,
2018-04-13 14:15:00,0.1,0.0,3.02,
2018-04-13 14:30:00,0.1,0.0,2.99,
2018-04-13 14:45:00,0.1,0.0,3.01,
2018-04-13 15:00:00,0.1,0.0,3.0,
2018-04-13 15:15:00,0.1,0.0,2.99,
2018-04-13 15:30:00,0.1,0.0,3.03,
2018-04-13 15:45:00,0.1,0.0,3.03,
2018-04-25 09:45:00,,,,0.0
2018-04-25 10:00:00,,,,0.01
2018-04-25 10:15:00,,,,0.0
2018-04-25 10:30:00,,,,0.0
2018-04-25 10:45:00,,,,0.0
2018-04-25 11:00:00,,,,0.0
2018-04-25 11:15:00,,,,0.0
2018-04-25 11:30:00,,,,0.0
2018-04-25 11:45:00,,,,0.0
2018-04-25 12:00:00,,,,0.0
2018-04-25 12:15:00,,,,0.0
2018-04-25 12:30:00,,,,0.0
2018-04-25 12:45:00,,,,0.0
2018-04-25 13:00:00,,,,0.0
2018-04-25 13:15:00,,,,0.0
2018-04-25 13:30:00,,,,0.0
2018-04-25 13:45:00,,,,0.0
2018-04-25 14:00:00,,,,0.0
2018-04-25 14:15:00,,,,0.0
2018-04-25 14:30:00,,,,0.0
2018-04-25 14:45:00,,,,0.0
2018-04-25 15:00:00,,,,0.0
2018-04-25 15:15:00,,,,0.0
2018-04-25 15:30:00,,,,0.0
2018-04-25 15:45:00,,,,0.0
2018-04-25 16:00:00,,,,0.0
2018-04-25 16:15:00,,,,0.0
2018-04-25 16:30:00,,,,0.0
2018-04-25 16:45:00,,,,0.0
2018-04-25 17:00:00,,,,0.0
2018-04-25 17:15:00,,,,0.0
2018-04-25 17:30:00,,,,0.0
2018-04-25 17:45:00,,,,0.0
2018-04-25 18:00:00,,,,0.0
2018-04-25 18:15:00,,,,0.0
2018-04-25 18:30:00,,,,0.0
2018-04-25 18:45:00,,,,0.0
2018-04-25 19:00:00,,,,0.0
2018-04-25 19:15:00,,,,0.0
2018-04-25 19:30:00,,,,0.0
2018-04-25 19:45:00,,,,0.0
2018-04-25 20:00:00,,,,0.0
2018-04-25 20:15:00,,,,0.0
2018-04-25 20:30:00,,,,0.0
2018-04-25 20:45:00,,,,0.0
2018-04-25 21:00:00,,,,0.0
2018-04-25 21:15:00,,,,0.0
2018-04-25 21:30:00,,,,0.0
2018-04-25 21:45:00,,,,0.0
2018-04-25 22:00:00,,,,0.0
2018-04-25 22:15:00,,,,0.0
2018-04-25 22:30:00,,,,0.0
2018-04-25 22:45:00,,,,0.0
2018-04-25 23:00:00,,,,0.0
2018-04-25 23:15:00,,,,0.0
2018-04-25 23:30:00,,,,0.0
2018-04-25 23:45:00,,,,0.0
2018-04-26 00:00:00,,,,0.0
2018-04-26 00:15:00,,,,0.0
2018-04-26 00:30:00,,,,0.0
2018-04-26 00:45:00,,,,0.0
2018-04-26 01:00:00,,,,0.0
2018-04-26 01:15:00,,,,0.0
2018-04-26 01:30:00,,,,0.0
2018-04-26 01:45:00,,,,0.0
2018-04-26 02:00:00,,,,0.0
2018-04-26 02:15:00,,,,0.0
2018-04-26 02:30:00,,,,0.0
2018-04-26 02:45:00,,,,0.0
2018-04-26 03:00:00,,,,0.0
2018-04-26 03:15:00,,,,0.0
2018-04-26 03:30:00,,,,0.0
2018-04-26 03:45:00,,,,0.0
2018-04-26 04:00:00,,,,0.0
2018-04-26 04:15:00,,,,0.0
2018-04-26 04:30:00,,,,0.0
2018-04-26 04:45:00,,,,0.0
2018-04-26 05:00:00,,,,0.0
2018-04-26 05:15:00,,,,0.0
2018-04-26 05:30:00,,,,0.0
2018-04-26 05:45:00,,,,0.0
2018-04-26 06:00:00,,,,0.0
2018-04-26 06:15:00,,,,0.0
2018-04-26 06:30:00,,,,0.0
2018-04-26 06:45:00,,,,0.0
2018-04-26 07:00:00,,,,0.0
2018-04-26 07:15:00,,,,0.0
2018-04-26 07:30:00,,,,0.0
2018-04-26 07:45:00,,,,0.0
2018-04-26 08:00:00,,,,0.0
2018-04-26 08:15:00,,,,0.0
2018-04-26 08:30:00,,,,0.0
2018-04-26 08:45:00,,,,0.0
2018-04-26 09:00:00,,,,0.0
2018-04-26 09:15:00,,,,0.0
2018-04-26 09:30:00,,,,0.0
2018-04-26 09:45:00,,,,0.0
2018-04-26 10:00:00,,,,0.0
2018-04-26 10:15:00,,,,0.0
2018-04-26 10:30:00,,,,0.0
2018-04-26 10:45:00,,,,0.0
2018-04-26 11:00:00,,,,0.0
2018-04-26 11:15:00,,,,0.0
2018-04-26 11:30:00,,,,0.0
2018-04-26 11:45:00,,,,0.0
2018-04-26 12:00:00,,,,0.0
2018-04-26 12:15:00,,,,0.0
2018-04-26 12:30:00,,,,0.0
2018-04-26 12:45:00,,,,0.0
2018-04-26 13:00:00,,,,0.0
2018-04-26 13:15:00,,,,0.0
2018-04-26 13:30:00,,,,0.0
2018-04-26 13:45:00,,,,0.02
2018-04-26 14:00:00,,,,0.04
2018-04-26 14:15:00,,,,0.06
2018-04-26 14:30:00,,,,0.06
2018-04-26 14:45:00,,,,0.02
2018-04-26 15:00:00,,,,0.01
2018-04-26 15:15:00,,,,0.02
2018-04-26 15:30:00,,,,0.0
2018-04-26 15:45:00,,,,0.0
2018-04-26 16:00:00,,,,0.0
2018-04-26 16:15:00,,,,0.0
2018-04-26 16:30:00,,,,0.0
2018-04-26 16:45:00,,,,0.0
2018-04-26 17:00:00,,,,0.0
2018-04-26 17:15:00,,,,0.0
2018-04-26 17:30:00,,,,0.0
2018-04-26 17:45:00,,,,0.0
2018-04-26 18:00:00,,,,0.0
2018-04-26 18:15:00,,,,0.0
2018-04-26 18:30:00,,,,0.0
2018-04-26 18:45:00,,,,0.0
2018-04-26 19:00:00,,,,0.0
2018-04-26 19:15:00,,,,0.0
2018-04-26 19:30:00,,,,0.0
2018-04-26 19:45:00,,,,0.0
2018-04-26 20:00:00,,,,0.0
2018-04-26 20:15:00,,,,0.0
2018-04-26 20:30:00,,,,0.0
2018-04-26 20:45:00,,,,0.0
2018-04-26 21:00:00,,,,0.0
2018-04-26 21:15:00,,,,0.0
2018-04-26 21:30:00,,,,0.0
2018-04-26 21:45:00,,,,0.0
2018-04-26 22:00:00,,,,0.0
2018-04-26 22:15:00,,,,0.0
2018-04-26 22:30:00,,,,0.0
2018-04-26 22:45:00,,,,0.0
2018-04-26 23:00:00,,,,0.0
2018-04-26 23:15:00,,,,0.0
2018-04-26 23:30:00,,,,0.0
2018-04-26 23:45:00,,,,0.0
2018-04-27 00:00:00,,,,0.0
2018-04-27 00:15:00,,,,0.0
2018-04-27 00:30:00,,,,0.0
2018-04-27 00:45:00,,,,0.0
2018-04-27 01:00:00,,,,0.0
2018-04-27 01:15:00,,,,0.0
2018-04-27 01:30:00,,,,0.0
2018-04-27 01:45:00,,,,0.0
2018-04-27 02:00:00,,,,0.0
2018-04-27 02:15:00,,,,0.0
2018-04-27 02:30:00,,,,0.0
2018-04-27 02:45:00,,,,0.0
2018-04-27 03:00:00,,,,0.0
2018-04-27 03:15:00,,,,0.0
2018-04-27 03:30:00,,,,0.0
2018-04-27 03:45:00,,,,0.0
2018-04-27 04:00:00,,,,0.0
2018-04-27 04:15:00,,,,0.0
2018-04-27 04:30:00,,,,0.0
2018-04-27 04:45:00,,,,0.0
2018-04-27 05:00:00,,,,0.0
2018-04-27 05:15:00,,,,0.0
2018-04-27 05:30:00,,,,0.0
2018-04-27 05:45:00,,,,0.0
2018-04-27 06:00:00,,,,0.0
2018-04-27 06:15:00,,,,0.0
2018-04-27 06:30:00,,,,0.0
2018-04-27 06:45:00,,,,0.0
2018-04-27 07:00:00,,,,0.0
2018-04-27 07:15:00,,,,0.0
2018-04-27 07:30:00,,,,0.0
2018-04-27 07:45:00,,,,0.0
2018-04-27 08:00:00,,,,0.0
2018-04-27 08:15:00,,,,0.0
2018-04-27 08:30:00,,,,0.0
2018-04-27 08:45:00,,,,0.0
2018-04-27 09:00:00,,,,0.0
2018-04-27 09:15:00,,,,0.0
2018-04-27 09:30:00,,,,0.0
2018-04-27 09:45:00,,,,0.0
2018-04-27 10:00:00,,,,0.0
2018-04-27 10:15:00,,,,0.0
2018-04-27 10:30:00,,,,0.0
2018-04-27 10:45:00,,,,0.0
2018-04-27 11:00:00,,,,0.0
2018-04-27 11:15:00,,,,0.0
2018-04-27 11:30:00,,,,0.0
2018-04-27 11:45:00,,,,0.0
2018-04-27 12:00:00,,,,0.0
2018-04-27 12:15:00,,,,0.0
2018-04-27 12:30:00,,,,0.0
2018-04-27 12:45:00,,,,0.0
2018-04-27 13:00:00,,,,0.0
2018-04-27 13:15:00,,,,0.0
2018-04-27 13:30:00,,,,0.0
2018-04-27 13:45:00,,,,0.0
2018-04-27 14:00:00,,,,0.0
2018-04-27 14:15:00,,,,0.0
2018-04-27 14:30:00,,,,0.0
2018-04-27 14:45:00,,,,0.0
2018-04-27 15:00:00,,,,0.0
2018-04-27 15:15:00,,,,0.0
2018-04-27 15:30:00,,,,0.0
2018-04-27 15:45:00,,,,0.0
2018-04-27 16:00:00,,,,0.0
2018-04-27 16:15:00,,,,0.0
2018-04-27 16:30:00,,,,0.0
2018-04-27 16:45:00,,,,0.0
2018-04-27 17:00:00,,,,0.0
2018-04-27 17:15:00,,,,0.0
2018-04-27 17:30:00,,,,0.0
2018-04-27 17:45:00,,,,0.0
2018-04-27 18:00:00,,,,0.0
2018-04-27 18:15:00,,,,0.0
2018-04-27 18:30:00,,,,0.0
2018-04-27 18:45:00,,,,0.0
2018-04-27 19:00:00,,,,0.0
2018-04-27 19:15:00,,,,0.0
2018-04-27 19:30:00,,,,0.0
2018-04-27 19:45:00,,,,0.0
2018-04-27 20:00:00,,,,0.0
2018-04-27 20:15:00,,,,0.0
2018-04-27 20:30:00,,,,0.0
2018-04-27 20:45:00,,,,0.0
2018-04-27 21:00:00,,,,0.0
2018-04-27 21:15:00,,,,0.0
2018-04-27 21:30:00,,,,0.0
2018-04-27 21:45:00,,,,0.0
2018-04-27 22:00:00,,,,0.0
2018-04-27 22:15:00,,,,0.0
2018-04-27 22:30:00,,,,0.0
2018-04-27 22:45:00,,,,0.0
2018-04-27 23:00:00,,,,0.0
2018-04-27 23:15:00,,,,0.0
2018-04-27 23:30:00,,,,0.0
2018-04-27 23:45:00,,,,0.0
2018-04-28 00:00:00,,,,0.0
2018-04-28 00:15:00,,,,0.0
2018-04-28 00:30:00,,,,0.0
2018-04-28 00:45:00,,,,0.0
2018-04-28 01:00:00,,,,0.0
2018-04-28 01:15:00,,,,0.0
2018-04-28 01:30:00,,,,0.0
2018-04-28 01:45:00,,,,0.0
2018-04-28 02:00:00,,,,0.0
2018-04-28 02:15:00,,,,0.0
2018-04-28 02:30:00,,,,0.0
2018-04-28 02:45:00,,,,0.0
2018-04-28 03:00:00,,,,0.0
2018-04-28 03:15:00,,,,0.0
2018-04-28 03:30:00,,,,0.0
2018-04-28 03:45:00,,,,0.0
2018-04-28 04:00:00,,,,0.0
2018-04-28 04:15:00,,,,0.0
2018-04-28 04:30:00,,,,0.0
2018-04-28 04:45:00,,,,0.0
2018-04-28 05:00:00,,,,0.0
2018-04-28 05:15:00,,,,0.0
2018-04-28 05:30:00,,,,0.0
2018-04-28 05:45:00,,,,0.0
2018-04-28 06:00:00,,,,0.0
2018-04-28 06:15:00,,,,0.0
2018-04-28 06:30:00,,,,0.0
2018-04-28 06:45:00,,,,0.0
2018-04-28 07:00:00,,,,0.0
2018-04-28 07:15:00,,,,0.0
2018-04-28 07:30:00,,,,0.0
2018-04-28 07:45:00,,,,0.0
2018-04-28 08:00:00,,,,0.0
2018-04-28 08:15:00,,,,0.0
2018-04-28 08:30:00,,,,0.0
2018-04-28 08:45:00,,,,0.0
2018-04-28 09:00:00,,,,0.0
2018-04-28 09:15:00,,,,0.0
2018-04-28 09:30:00,,,,0.0
2018-04-28 09:45:00,,,,0.0
2018-04-28 10:00:00,,,,0.0
2018-04-28 10:15:00,,,,0.0
2018-04-28 10:30:00,,,,0.0
2018-04-28 10:45:00,,,,0.0
2018-04-28 11:00:00,,,,0.0
2018-04-28 11:15:00,,,,0.0
2018-04-28 11:30:00,,,,0.0
2018-04-28 11:45:00,,,,0.0
2018-04-28 12:00:00,,,,0.0
2018-04-28 12:15:00,,,,0.0
2018-04-28 12:30:00,,,,0.0
2018-04-28 12:45:00,,,,0.0
2018-04-28 13:00:00,,,,0.0
2018-04-28 13:15:00,,,,0.0
2018-04-28 13:30:00,,,,0.0
2018-04-28 13:45:00,,,,0.0
2018-04-28 14:00:00,,,,0.0
2018-04-28 14:15:00,,,,0.0
2018-04-28 14:30:00,,,,0.0
2018-04-28 14:45:00,,,,0.0
2018-04-28 15:00:00,,,,0.0
2018-04-28 15:15:00,,,,0.0
2018-04-28 15:30:00,,,,0.0
2018-04-28 15:45:00,,,,0.0
2018-04-28 16:00:00,,,,0.0
2018-04-28 16:15:00,,,,0.0
2018-04-28 16:30:00,,,,0.0
2018-04-28 16:45:00,,,,0.0
2018-04-28 17:00:00,,,,0.0
2018-04-28 17:15:00,,,,0.0
2018-04-28 17:30:00,,,,0.0
2018-04-28 17:45:00,,,,0.0
2018-04-28 18:00:00,,,,0.0
2018-04-28 18:15:00,,,,0.0
2018-04-28 18:30:00,,,,0.0
2018-04-28 18:45:00,,,,0.0
2018-04-28 19:00:00,,,,0.0
2018-04-28 19:15:00,,,,0.0
2018-04-28 19:30:00,,,,0.0
2018-04-28 19:45:00,,,,0.0
2018-04-28 20:00:00,,,,0.0
2018-04-28 20:15:00,,,,0.0
2018-04-28 20:30:00,,,,0.0
2018-04-28 20:45:00,,,,0.0
2018-04-28 21:00:00,,,,0.0
2018-04-28 21:15:00,,,,0.0
2018-04-28 21:30:00,,,,0.0
2018-04-28 21:45:00,,,,0.0
2018-04-28 22:00:00,,,,0.0
2018-04-28 22:15:00,,,,0.0
2018-04-28 22:30:00,,,,0.0
2018-04-28 22:45:00,,,,0.0
2018-04-28 23:00:00,,,,0.0
2018-04-28 23:15:00,,,,0.0
2018-04-28 23:30:00,,,,0.0
2018-04-28 23:45:00,,,,0.0
2018-04-29 00:00:00,,,,0.0
2018-04-29 00:15:00,,,,0.0
2018-04-29 00:30:00,,,,0.0
2018-04-29 00:45:00,,,,0.0
2018-04-29 01:00:00,,,,0.0
2018-04-29 01:15:00,,,,0.0
2018-04-29 01:30:00,,,,0.0
2018-04-29 01:45:00,,,,0.0
2018-04-29 02:00:00,,,,0.0
2018-04-29 02:15:00,,,,0.0
2018-04-29 02:30:00,,,,0.0
2018-04-29 02:45:00,,,,0.0
2018-04-29 03:00:00,,,,0.0
2018-04-29 03:15:00,,,,0.0
2018-04-29 03:30:00,,,,0.0
2018-04-29 03:45:00,,,,0.0
2018-04-29 04:00:00,,,,0.0
2018-04-29 04:15:00,,,,0.0
2018-04-29 04:30:00,,,,0.0
2018-04-29 04:45:00,,,,0.0
2018-04-29 05:00:00,,,,0.0
2018-04-29 05:15:00,,,,0.0
2018-04-29 05:30:00,,,,0.0
2018-04-29 05:45:00,,,,0.0
