Date,Flow (MGD),Velocity (ft/s),Depth (inches),Rainfall (inches)
2018-04-05 22:00:00,0.09,0.63,3.16,0.0
2018-04-05 22:15:00,0.1,0.68,3.15,0.0
2018-04-05 22:30:00,0.1,0.67,3.16,0.0
2018-04-05 22:45:00,0.1,0.72,3.07,0.0
2018-04-05 23:00:00,0.1,0.7,3.06,0.0
2018-04-05 23:15:00,0.11,0.74,3.12,0.0
2018-04-05 23:30:00,0.11,0.74,3.14,0.0
2018-04-05 23:45:00,0.09,0.65,3.06,0.0
2018-04-06 00:00:00,0.09,0.64,3.02,0.0
2018-04-06 00:15:00,0.09,0.67,3.0,0.0
2018-04-06 00:30:00,0.09,0.62,3.04,0.0
2018-04-06 00:45:00,0.09,0.69,2.99,0.0
2018-04-06 01:00:00,0.09,0.67,3.0,0.0
2018-04-06 01:15:00,0.09,0.64,3.02,0.0
2018-04-06 01:30:00,0.09,0.65,3.0,0.0
2018-04-06 01:45:00,0.15,1.14,3.0,0.0
2018-04-06 02:00:00,0.1,0.76,3.02,0.0
2018-04-06 02:15:00,0.1,0.71,3.02,0.0
2018-04-06 02:30:00,0.11,0.85,2.97,0.0
2018-04-06 02:45:00,0.09,0.67,3.0,0.0
2018-04-06 03:00:00,0.09,0.65,2.96,0.0
2018-04-06 03:15:00,0.08,0.58,3.0,0.0
2018-04-06 03:30:00,0.08,0.61,3.01,0.0
2018-04-06 03:45:00,0.08,0.61,2.99,0.0
2018-04-06 04:00:00,0.09,0.68,3.0,0.0
2018-04-06 04:15:00,0.08,0.6,2.98,0.0
2018-04-06 04:30:00,0.08,0.62,2.98,0.0
2018-04-06 04:45:00,0.09,0.65,3.09,0.0
2018-04-06 05:00:00,0.09,0.68,3.0,0.0
2018-04-06 05:15:00,0.09,0.67,3.0,0.0
2018-04-06 05:30:00,0.11,0.74,3.18,0.0
2018-04-06 05:45:00,0.1,0.71,3.01,0.0
2018-04-06 06:00:00,0.1,0.74,3.0,0.0
2018-04-06 06:15:00,0.1,0.68,3.05,0.0
2018-04-06 06:30:00,0.11,0.76,3.07,0.0
2018-04-06 06:45:00,0.1,0.72,3.05,0.0
2018-04-06 07:00:00,0.1,0.71,3.08,0.0
2018-04-06 07:15:00,0.1,0.68,3.1,0.0
2018-04-06 07:30:00,0.1,0.7,3.11,0.0
2018-04-06 07:45:00,0.1,0.72,3.1,0.0
2018-04-06 08:00:00,0.1,0.62,3.29,0.0
2018-04-06 08:15:00,0.1,0.68,3.1,0.0
2018-04-06 08:30:00,0.1,0.69,3.13,0.0
2018-04-06 08:45:00,0.1,0.73,3.11,0.0
2018-04-06 09:00:00,0.11,0.77,3.14,0.0
2018-04-06 09:15:00,0.11,0.7,3.25,0.0
2018-04-06 09:30:00,0.1,0.69,3.12,0.0
2018-04-06 09:45:00,0.17,1.15,3.17,0.0
2018-04-06 10:00:00,0.1,0.65,3.2,0.0
2018-04-06 10:15:00,0.11,0.73,3.16,0.0
2018-04-06 10:30:00,0.1,0.71,3.16,0.0
2018-04-06 10:45:00,0.1,0.68,3.21,0.0
2018-04-06 11:00:00,0.11,0.74,3.11,0.0
2018-04-06 11:15:00,0.1,0.69,3.1,0.0
2018-04-06 11:30:00,0.1,0.74,3.03,0.0
2018-04-06 11:45:00,0.1,0.71,3.03,0.0
2018-04-06 12:00:00,0.1,0.74,3.09,0.0
2018-04-06 12:15:00,0.1,0.74,3.08,0.0
2018-04-06 12:30:00,0.09,0.66,3.09,0.0
2018-04-06 12:45:00,0.09,0.66,3.04,0.0
2018-04-06 13:00:00,0.09,0.68,3.04,0.0
2018-04-06 13:15:00,0.1,0.73,3.05,0.0
2018-04-06 13:30:00,0.1,0.73,3.11,0.0
2018-04-06 13:45:00,0.1,0.74,3.06,0.0
2018-04-06 14:00:00,0.1,0.72,3.08,0.0
2018-04-06 14:15:00,0.1,0.65,3.16,0.0
2018-04-06 14:30:00,0.1,0.66,3.2,0.0
2018-04-06 14:45:00,0.11,0.69,3.26,0.0
2018-04-06 15:00:00,0.11,0.71,3.17,0.0
2018-04-06 15:15:00,0.13,0.89,3.22,0.0
2018-04-06 15:30:00,0.1,0.65,3.19,0.0
2018-04-06 15:45:00,0.11,0.71,3.2,0.0
2018-04-06 16:00:00,0.1,0.65,3.19,0.0
2018-04-06 16:15:00,0.1,0.66,3.12,0.0
2018-04-06 16:30:00,0.09,0.63,3.1,0.0
2018-04-06 16:45:00,0.09,0.63,3.12,0.0
2018-04-06 17:00:00,0.1,0.66,3.14,0.0
2018-04-06 17:15:00,0.1,0.71,3.14,0.0
2018-04-06 17:30:00,0.11,0.72,3.26,0.0
2018-04-06 17:45:00,0.1,0.69,3.22,0.0
2018-04-06 18:00:00,0.11,0.73,3.25,0.0
2018-04-06 18:15:00,0.1,0.69,3.16,0.0
2018-04-06 18:30:00,0.1,0.67,3.2,0.0
2018-04-06 18:45:00,0.1,0.65,3.18,0.0
2018-04-06 19:00:00,0.1,0.68,3.12,0.0
2018-04-06 19:15:00,0.09,0.67,3.05,0.0
2018-04-06 19:30:00,0.09,0.65,3.08,0.0
2018-04-06 19:45:00,0.09,0.68,3.05,0.0
2018-04-06 20:00:00,0.11,0.77,3.09,0.0
2018-04-06 20:15:00,0.11,0.74,3.18,0.0
2018-04-06 20:30:00,0.11,0.76,3.14,0.0
2018-04-06 20:45:00,0.11,0.74,3.22,0.0
2018-04-06 21:00:00,0.12,0.79,3.18,0.0
2018-04-06 21:15:00,0.12,0.81,3.22,0.0
2018-04-06 21:30:00,0.1,0.68,3.18,0.0
2018-04-06 21:45:00,0.1,0.7,3.18,0.0
2018-04-06 22:00:00,0.1,0.73,3.11,0.0
2018-04-06 22:15:00,0.1,0.65,3.2,0.0
2018-04-06 22:30:00,0.09,0.63,3.15,0.0
2018-04-06 22:45:00,0.1,0.67,3.07,0.0
2018-04-06 23:00:00,0.1,0.66,3.19,0.0
2018-04-06 23:15:00,0.1,0.71,3.08,0.0
2018-04-06 23:30:00,0.1,0.71,3.1,0.0
2018-04-06 23:45:00,0.1,0.73,3.04,0.0
2018-04-07 00:00:00,0.09,0.63,3.08,0.0
2018-04-07 00:15:00,0.08,0.63,2.95,0.0
2018-04-07 00:30:00,0.08,0.61,2.97,0.0
2018-04-07 00:45:00,0.09,0.66,2.95,0.0
2018-04-07 01:00:00,0.09,0.68,3.06,0.0
2018-04-07 01:15:00,0.09,0.66,2.94,0.0
2018-04-07 01:30:00,0.09,0.67,2.96,0.0
2018-04-07 01:45:00,0.1,0.73,2.97,0.0
2018-04-07 02:00:00,0.09,0.63,2.97,0.0
2018-04-07 02:15:00,0.09,0.68,2.96,0.01
2018-04-07 02:30:00,0.09,0.67,2.98,0.0
2018-04-07 02:45:00,0.1,0.72,3.0,0.01
2018-04-07 03:00:00,0.09,0.65,2.98,0.0
2018-04-07 03:15:00,0.1,0.71,3.0,0.0
2018-04-07 03:30:00,0.09,0.64,2.97,0.0
2018-04-07 03:45:00,0.11,0.78,3.01,0.0
2018-04-07 04:00:00,0.1,0.0,2.99,0.01
2018-04-07 04:15:00,0.09,0.65,2.97,0.0
2018-04-07 04:30:00,0.1,0.71,2.99,0.0
2018-04-07 04:45:00,0.09,0.66,2.98,0.01
2018-04-07 05:00:00,0.09,0.7,2.97,0.0
2018-04-07 05:15:00,0.09,0.65,2.96,0.0
2018-04-07 05:30:00,0.12,0.88,2.97,0.0
2018-04-07 05:45:00,0.1,0.73,3.02,0.0
2018-04-07 06:00:00,0.09,0.7,3.0,0.0
2018-04-07 06:15:00,0.09,0.65,3.0,0.0
2018-04-07 06:30:00,0.11,0.81,2.99,0.01
2018-04-07 06:45:00,0.09,0.68,3.03,0.0
2018-04-07 07:00:00,0.1,0.73,3.03,0.01
2018-04-07 07:15:00,0.1,0.69,3.07,0.0
2018-04-07 07:30:00,0.1,0.7,3.15,0.0
2018-04-07 07:45:00,0.1,0.69,3.1,0.03
2018-04-07 08:00:00,0.1,0.69,3.14,0.03
2018-04-07 08:15:00,0.09,0.62,3.12,0.0
2018-04-07 08:30:00,0.09,0.67,3.05,0.0
2018-04-07 08:45:00,0.09,0.66,3.02,0.0
2018-04-07 09:00:00,0.1,0.7,3.07,0.0
2018-04-07 09:15:00,0.1,0.69,3.08,0.0
2018-04-07 09:30:00,0.11,0.71,3.21,0.0
2018-04-07 09:45:00,0.1,0.62,3.43,0.0
2018-04-07 10:00:00,0.1,0.65,3.32,0.0
2018-04-07 10:15:00,0.1,0.65,3.22,0.0
2018-04-07 10:30:00,0.11,0.65,3.46,0.0
2018-04-07 10:45:00,0.1,0.7,3.07,0.0
2018-04-07 11:00:00,0.09,0.64,3.14,0.0
2018-04-07 11:15:00,0.09,0.59,3.24,0.0
2018-04-07 11:30:00,0.1,0.69,3.23,0.0
2018-04-07 11:45:00,0.09,0.61,3.17,0.0
2018-04-07 12:00:00,0.1,0.66,3.21,0.0
2018-04-07 12:15:00,0.1,0.65,3.16,0.0
2018-04-07 12:30:00,0.09,0.63,3.13,0.0
2018-04-07 12:45:00,0.16,1.13,3.08,0.0
2018-04-07 13:00:00,0.1,0.71,3.14,0.0
2018-04-07 13:15:00,0.09,0.62,3.11,0.0
2018-04-07 13:30:00,0.1,0.65,3.16,0.0
2018-04-07 13:45:00,0.1,0.67,3.13,0.0
2018-04-07 14:00:00,0.09,0.66,3.07,0.0
2018-04-07 14:15:00,0.11,0.74,3.11,0.0
2018-04-07 14:30:00,0.11,0.73,3.15,0.0
2018-04-07 14:45:00,0.09,0.65,3.14,0.0
2018-04-07 15:00:00,0.09,0.68,3.06,0.0
2018-04-07 15:15:00,0.1,0.71,3.14,0.0
2018-04-07 15:30:00,0.09,0.64,3.07,0.0
2018-04-07 15:45:00,0.1,0.72,3.08,0.0
2018-04-07 16:00:00,0.1,0.64,3.24,0.0
2018-04-07 16:15:00,0.1,0.67,3.26,0.0
2018-04-07 16:30:00,0.11,0.71,3.22,0.0
2018-04-07 16:45:00,0.1,0.67,3.12,0.0
2018-04-07 17:00:00,0.11,0.72,3.19,0.0
2018-04-07 17:15:00,0.1,0.71,3.07,0.0
2018-04-07 17:30:00,0.1,0.69,3.07,0.0
2018-04-07 17:45:00,0.1,0.74,3.04,0.0
2018-04-07 18:00:00,0.11,0.77,3.11,0.0
2018-04-07 18:15:00,0.09,0.6,3.24,0.0
2018-04-07 18:30:00,0.1,0.68,3.17,0.0
2018-04-07 18:45:00,0.11,0.74,3.11,0.0
2018-04-07 19:00:00,0.11,0.76,3.15,0.0
2018-04-07 19:15:00,0.11,0.75,3.21,0.0
2018-04-07 19:30:00,0.1,0.73,3.08,0.0
2018-04-07 19:45:00,0.1,0.7,3.11,0.0
2018-04-07 20:00:00,0.1,0.72,3.14,0.0
2018-04-07 20:15:00,0.11,0.75,3.14,0.01
2018-04-07 20:30:00,0.1,0.73,3.08,0.01
2018-04-07 20:45:00,0.11,0.75,3.09,0.0
2018-04-07 21:00:00,0.1,0.74,3.05,0.0
2018-04-07 21:15:00,0.12,0.81,3.12,0.0
2018-04-07 21:30:00,0.12,0.83,3.12,0.0
2018-04-07 21:45:00,0.11,0.74,3.13,0.0
2018-04-07 22:00:00,0.09,0.66,3.05,0.0
2018-04-07 22:15:00,0.09,0.67,3.02,0.0
2018-04-07 22:30:00,0.09,0.63,2.99,0.0
2018-04-07 22:45:00,0.09,0.63,3.02,0.0
2018-04-07 23:00:00,0.1,0.68,3.08,0.0
2018-04-07 23:15:00,0.1,0.67,3.13,0.0
2018-04-07 23:30:00,0.09,0.7,2.99,0.0
2018-04-07 23:45:00,0.09,0.66,3.03,0.0
2018-04-08 00:00:00,0.09,0.64,2.99,0.0
2018-04-08 00:15:00,0.08,0.64,2.96,0.0
2018-04-08 00:30:00,0.11,0.79,3.0,0.0
2018-04-08 00:45:00,0.08,0.62,2.95,0.0
2018-04-08 01:00:00,0.09,0.66,2.94,0.0
2018-04-08 01:15:00,0.09,0.65,2.97,0.0
2018-04-08 01:30:00,0.09,0.66,2.97,0.0
2018-04-08 01:45:00,0.09,0.67,2.98,0.0
2018-04-08 02:00:00,0.09,0.7,2.97,0.0
2018-04-08 02:15:00,0.09,0.65,2.99,0.0
2018-04-08 02:30:00,0.09,0.7,2.97,0.0
2018-04-08 02:45:00,0.09,0.66,2.94,0.0
2018-04-08 03:00:00,0.09,0.64,2.96,0.0
2018-04-08 03:15:00,0.09,0.69,2.97,0.0
2018-04-08 03:30:00,0.09,0.69,2.98,0.0
2018-04-08 03:45:00,0.1,0.73,2.98,0.0
2018-04-08 04:00:00,0.1,0.71,3.0,0.0
2018-04-08 04:15:00,0.09,0.68,2.98,0.0
2018-04-08 04:30:00,0.09,0.67,3.02,0.0
2018-04-08 04:45:00,0.09,0.69,2.99,0.0
2018-04-08 05:00:00,0.09,0.69,3.0,0.0
2018-04-08 05:15:00,0.1,0.73,3.0,0.0
2018-04-08 05:30:00,0.1,0.71,3.0,0.0
2018-04-08 05:45:00,0.1,0.75,2.99,0.0
2018-04-08 06:00:00,0.1,0.71,3.04,0.0
2018-04-08 06:15:00,0.09,0.69,3.01,0.0
2018-04-08 06:30:00,0.09,0.69,3.0,0.0
2018-04-08 06:45:00,0.09,0.66,3.1,0.0
2018-04-08 07:00:00,0.1,0.72,3.01,0.0
2018-04-08 07:15:00,0.1,0.74,3.01,0.0
2018-04-08 07:30:00,0.09,0.67,3.0,0.0
2018-04-08 07:45:00,0.09,0.65,3.09,0.0
2018-04-08 08:00:00,0.11,0.76,3.12,0.0
2018-04-08 08:15:00,0.1,0.66,3.14,0.0
2018-04-08 08:30:00,0.1,0.71,3.12,0.0
2018-04-08 08:45:00,0.09,0.66,3.1,0.0
2018-04-08 09:00:00,0.1,0.68,3.1,0.0
2018-04-08 09:15:00,0.1,0.65,3.21,0.0
2018-04-08 09:30:00,0.11,0.74,3.11,0.0
2018-04-08 09:45:00,0.08,0.55,3.1,0.0
2018-04-08 10:00:00,0.1,0.71,3.11,0.0
2018-04-08 10:15:00,0.1,0.71,3.09,0.0
2018-04-08 10:30:00,0.1,0.73,3.11,0.0
2018-04-08 10:45:00,0.11,0.74,3.13,0.0
2018-04-08 11:00:00,0.1,0.67,3.15,0.0
2018-04-08 11:15:00,0.1,0.71,3.14,0.0
2018-04-08 11:30:00,0.12,0.79,3.14,0.0
2018-04-08 11:45:00,0.12,0.78,3.22,0.0
2018-04-08 12:00:00,0.12,0.75,3.29,0.0
2018-04-08 12:15:00,0.14,0.86,3.37,0.0
2018-04-08 12:30:00,0.11,0.72,3.26,0.0
2018-04-08 12:45:00,0.13,0.81,3.33,0.0
2018-04-08 13:00:00,0.11,0.72,3.24,0.0
2018-04-08 13:15:00,0.12,0.75,3.25,0.0
2018-04-08 13:30:00,0.1,0.68,3.26,0.0
2018-04-08 13:45:00,0.09,0.57,3.23,0.0
2018-04-08 14:00:00,0.11,0.74,3.24,0.0
2018-04-08 14:15:00,0.11,0.74,3.21,0.0
2018-04-08 14:30:00,0.1,0.68,3.15,0.0
2018-04-08 14:45:00,0.1,0.7,3.12,0.0
2018-04-08 15:00:00,0.1,0.7,3.07,0.0
2018-04-08 15:15:00,0.1,0.72,3.14,0.0
2018-04-08 15:30:00,0.11,0.74,3.14,0.0
2018-04-08 15:45:00,0.11,0.74,3.14,0.0
2018-04-08 16:00:00,0.09,0.65,3.12,0.0
2018-04-08 16:15:00,0.09,0.64,3.18,0.0
2018-04-08 16:30:00,0.11,0.74,3.14,0.0
2018-04-08 16:45:00,0.11,0.72,3.22,0.0
2018-04-08 17:00:00,0.1,0.67,3.16,0.0
2018-04-08 17:15:00,0.1,0.66,3.24,0.0
2018-04-08 17:30:00,0.11,0.7,3.21,0.0
2018-04-08 17:45:00,0.09,0.66,3.08,0.0
2018-04-08 18:00:00,0.11,0.69,3.31,0.0
2018-04-08 18:15:00,0.13,0.87,3.15,0.0
2018-04-08 18:30:00,0.11,0.76,3.11,0.0
2018-04-08 18:45:00,0.16,1.12,3.13,0.0
2018-04-08 19:00:00,0.11,0.72,3.15,0.0
2018-04-08 19:15:00,0.11,0.74,3.16,0.0
2018-04-08 19:30:00,0.1,0.68,3.21,0.0
2018-04-08 19:45:00,0.1,0.66,3.15,0.0
2018-04-08 20:00:00,0.1,0.68,3.2,0.0
2018-04-08 20:15:00,0.1,0.67,3.19,0.0
2018-04-08 20:30:00,0.1,0.65,3.23,0.0
2018-04-08 20:45:00,0.1,0.69,3.21,0.0
2018-04-08 21:00:00,0.09,0.62,3.16,0.0
2018-04-08 21:15:00,0.11,0.73,3.19,0.0
2018-04-08 21:30:00,0.11,0.67,3.39,0.0
2018-04-08 21:45:00,0.1,0.65,3.26,0.0
2018-04-08 22:00:00,0.1,0.72,3.1,0.0
2018-04-08 22:15:00,0.09,0.62,3.17,0.0
2018-04-08 22:30:00,0.09,0.65,3.07,0.0
2018-04-08 22:45:00,0.1,0.65,3.21,0.0
2018-04-08 23:00:00,0.1,0.7,3.06,0.0
2018-04-08 23:15:00,0.09,0.68,3.06,0.0
2018-04-08 23:30:00,0.09,0.61,3.07,0.0
2018-04-08 23:45:00,0.09,0.66,2.98,0.0
2018-04-09 00:00:00,0.08,0.61,2.96,0.0
2018-04-09 00:15:00,0.09,0.67,3.01,0.0
2018-04-09 00:30:00,0.1,0.69,3.04,0.0
2018-04-09 00:45:00,0.08,0.57,3.0,0.0
2018-04-09 01:00:00,0.08,0.61,2.96,0.0
2018-04-09 01:15:00,0.09,0.64,2.98,0.0
2018-04-09 01:30:00,0.09,0.68,2.96,0.0
2018-04-09 01:45:00,0.08,0.57,2.97,0.0
2018-04-09 02:00:00,0.09,0.67,2.96,0.0
2018-04-09 02:15:00,0.09,0.66,2.95,0.0
2018-04-09 02:30:00,0.09,0.68,2.93,0.0
2018-04-09 02:45:00,0.08,0.64,2.93,0.0
2018-04-09 03:00:00,0.09,0.7,2.95,0.0
2018-04-09 03:15:00,0.1,0.76,2.95,0.0
2018-04-09 03:30:00,0.1,0.73,2.96,0.0
2018-04-09 03:45:00,0.09,0.7,2.96,0.0
2018-04-09 04:00:00,0.1,0.74,2.97,0.0
2018-04-09 04:15:00,0.09,0.69,2.94,0.0
2018-04-09 04:30:00,0.09,0.66,2.94,0.0
2018-04-09 04:45:00,0.09,0.69,2.96,0.0
2018-04-09 05:00:00,0.09,0.68,2.93,0.0
2018-04-09 05:15:00,0.09,0.67,2.96,0.01
2018-04-09 05:30:00,0.08,0.59,3.07,0.0
2018-04-09 05:45:00,0.1,0.72,3.09,0.0
2018-04-09 06:00:00,0.1,0.73,3.02,0.0
2018-04-09 06:15:00,0.1,0.7,3.04,0.0
2018-04-09 06:30:00,0.1,0.74,3.04,0.0
2018-04-09 06:45:00,0.09,0.65,3.02,0.0
2018-04-09 07:00:00,0.1,0.72,3.15,0.0
2018-04-09 07:15:00,0.0,0.0,0.0,0.01
2018-04-09 07:30:00,0.12,0.77,3.31,0.0
2018-04-09 07:45:00,0.12,0.78,3.35,0.0
2018-04-09 08:00:00,0.1,0.69,3.23,0.0
2018-04-09 08:15:00,0.1,0.68,3.18,0.0
2018-04-09 08:30:00,0.1,0.69,3.05,0.0
2018-04-09 08:45:00,0.09,0.68,3.01,0.0
2018-04-09 09:00:00,0.1,0.68,3.08,0.0
2018-04-09 09:15:00,0.1,0.7,3.04,0.0
2018-04-09 09:30:00,0.14,0.99,3.07,0.0
2018-04-09 09:45:00,0.09,0.68,3.0,0.0
2018-04-09 10:00:00,0.1,0.67,3.12,0.0
2018-04-09 10:15:00,0.11,0.7,3.23,0.0
2018-04-09 10:30:00,0.1,0.65,3.14,0.0
2018-04-09 10:45:00,0.1,0.71,3.1,0.0
2018-04-09 11:00:00,0.1,0.71,3.13,0.0
2018-04-09 11:15:00,0.1,0.71,3.07,0.0
2018-04-09 11:30:00,0.0,0.0,0.0,0.0
2018-04-09 11:45:00,0.1,0.69,3.08,0.0
2018-04-09 12:00:00,0.1,0.68,3.1,0.0
2018-04-09 12:15:00,0.09,0.66,3.1,0.0
2018-04-09 12:30:00,0.14,0.95,3.16,0.0
2018-04-09 12:45:00,0.14,0.0,3.19,0.0
2018-04-09 13:00:00,0.09,0.62,3.13,0.0
2018-04-09 13:15:00,0.0,0.0,0.0,0.0
2018-04-09 13:30:00,0.1,0.66,3.13,0.0
2018-04-09 13:45:00,0.0,0.0,0.0,0.0
2018-04-09 14:00:00,0.1,0.74,3.08,0.0
2018-04-09 14:15:00,0.09,0.61,3.11,0.0
2018-04-09 14:30:00,0.1,0.72,3.08,0.0
2018-04-09 14:45:00,0.09,0.67,3.02,0.0
2018-04-09 15:00:00,0.11,0.72,3.17,0.0
2018-04-09 15:15:00,0.09,0.61,3.15,0.0
2018-04-09 15:30:00,0.1,0.68,3.1,0.0
2018-04-09 15:45:00,0.1,0.73,3.07,0.0
2018-04-09 16:00:00,0.1,0.7,3.1,0.0
2018-04-09 16:15:00,0.1,0.66,3.21,0.0
2018-04-09 16:30:00,0.09,0.66,3.07,0.0
2018-04-09 16:45:00,0.1,0.71,3.13,0.0
2018-04-09 17:00:00,0.11,0.74,3.13,0.0
2018-04-09 17:15:00,0.09,0.62,3.15,0.0
2018-04-09 17:30:00,0.11,0.71,3.2,0.0
2018-04-09 17:45:00,0.11,0.75,3.22,0.0
2018-04-09 18:00:00,0.1,0.7,3.2,0.0
2018-04-09 18:15:00,0.11,0.72,3.22,0.0
2018-04-09 18:30:00,0.12,0.79,3.22,0.0
2018-04-09 18:45:00,0.1,0.68,3.16,0.0
2018-04-09 19:00:00,0.1,0.72,3.11,0.0
2018-04-09 19:15:00,0.1,0.68,3.18,0.0
2018-04-09 19:30:00,0.1,0.68,3.18,0.0
2018-04-09 19:45:00,0.08,0.53,3.14,0.0
2018-04-09 20:00:00,0.1,0.66,3.2,0.0
2018-04-09 20:15:00,0.1,0.69,3.13,0.0
2018-04-09 20:30:00,0.1,0.65,3.28,0.0
2018-04-09 20:45:00,0.1,0.68,3.16,0.0
2018-04-09 21:00:00,0.09,0.63,3.12,0.0
2018-04-09 21:15:00,0.09,0.67,3.07,0.0
2018-04-09 21:30:00,0.09,0.66,3.12,0.0
2018-04-09 21:45:00,0.1,0.7,3.17,0.0
2018-04-09 22:00:00,0.1,0.69,3.21,0.0
2018-04-09 22:15:00,0.1,0.65,3.19,0.0
2018-04-09 22:30:00,0.1,0.67,3.15,0.0
2018-04-09 22:45:00,0.1,0.7,3.04,0.0
2018-04-09 23:00:00,0.1,0.67,3.12,0.0
2018-04-09 23:15:00,0.1,0.7,3.03,0.0
2018-04-09 23:30:00,0.1,0.71,3.14,0.0
2018-04-09 23:45:00,0.09,0.64,3.07,0.0
2018-04-10 00:00:00,0.09,0.61,3.09,0.0
2018-04-10 00:15:00,0.09,0.64,3.09,0.0
2018-04-10 00:30:00,0.08,0.62,2.99,0.0
2018-04-10 00:45:00,0.09,0.62,3.06,
2018-04-10 01:00:00,0.09,0.68,2.97,
2018-04-10 01:15:00,0.09,0.68,3.02,
2018-04-10 01:30:00,0.09,0.68,2.97,
2018-04-10 01:45:00,0.09,0.65,2.97,
2018-04-10 02:00:00,0.09,0.63,3.02,
2018-04-10 02:15:00,0.09,0.65,2.98,
2018-04-10 02:30:00,0.09,0.69,2.98,
2018-04-10 02:45:00,0.09,0.67,2.99,
2018-04-10 03:00:00,0.09,0.65,3.01,
2018-04-10 03:15:00,0.09,0.66,3.02,
2018-04-10 03:30:00,0.09,0.64,3.03,
2018-04-10 03:45:00,0.1,0.71,3.04,
2018-04-10 04:00:00,0.1,0.7,3.01,
2018-04-10 04:15:00,0.09,0.69,3.0,
2018-04-10 04:30:00,0.09,0.65,3.03,
2018-04-10 04:45:00,0.09,0.67,3.02,
2018-04-10 05:00:00,0.09,0.68,3.02,
2018-04-10 05:15:00,0.1,0.69,3.03,
2018-04-10 05:30:00,0.1,0.65,3.16,
2018-04-10 05:45:00,0.09,0.69,3.01,
2018-04-10 06:00:00,0.09,0.65,3.01,
2018-04-10 06:15:00,0.09,0.64,3.06,
2018-04-10 06:30:00,0.1,0.72,3.1,
2018-04-10 06:45:00,0.09,0.61,3.17,
2018-04-10 07:00:00,0.11,0.69,3.26,
2018-04-10 07:15:00,0.11,0.7,3.3,
2018-04-10 07:30:00,0.11,0.0,3.28,
2018-04-10 07:45:00,0.11,0.69,3.27,
2018-04-10 08:00:00,0.1,0.64,3.26,
2018-04-10 08:15:00,0.1,0.67,3.17,
2018-04-10 08:30:00,0.09,0.6,3.24,
2018-04-10 08:45:00,0.1,0.66,3.23,
2018-04-10 09:00:00,0.1,0.65,3.2,
2018-04-10 09:15:00,0.11,0.7,3.21,
2018-04-10 09:30:00,0.09,0.64,3.16,
2018-04-10 09:45:00,0.11,0.73,3.24,
2018-04-10 10:00:00,0.1,0.67,3.22,
2018-04-10 10:15:00,0.1,0.67,3.15,
2018-04-10 10:30:00,0.09,0.58,3.15,
2018-04-10 10:45:00,0.1,0.68,3.21,
2018-04-10 11:00:00,0.09,0.64,3.14,
2018-04-10 11:15:00,0.09,0.61,3.21,
2018-04-10 11:30:00,0.09,0.0,3.2,
2018-04-10 11:45:00,0.1,0.68,3.18,
2018-04-10 12:00:00,0.09,0.63,3.15,
2018-04-10 12:15:00,0.09,0.62,3.18,
2018-04-10 12:30:00,0.1,0.72,3.11,
2018-04-10 12:45:00,0.09,0.65,3.12,
2018-04-10 13:00:00,0.1,0.67,3.13,
2018-04-10 13:15:00,0.09,0.65,3.1,
2018-04-10 13:30:00,0.09,0.67,3.08,
2018-04-10 13:45:00,0.08,0.58,3.1,
2018-04-10 14:00:00,0.08,0.0,3.16,
2018-04-10 14:15:00,0.1,0.69,3.19,
2018-04-10 14:30:00,0.1,0.66,3.16,
2018-04-10 14:45:00,0.09,0.66,3.09,
2018-04-10 15:00:00,0.09,0.67,3.07,
2018-04-10 15:15:00,0.1,0.0,3.13,
2018-04-10 15:30:00,0.09,0.66,3.12,
2018-04-10 15:45:00,0.1,0.67,3.11,
2018-04-10 16:00:00,0.1,0.64,3.2,
2018-04-10 16:15:00,0.09,0.63,3.17,
2018-04-10 16:30:00,0.1,0.67,3.13,
2018-04-10 16:45:00,0.1,0.66,3.19,
2018-04-10 17:00:00,0.1,0.68,3.17,
2018-04-10 17:15:00,0.1,0.66,3.14,
2018-04-10 17:30:00,0.1,0.65,3.15,
2018-04-10 17:45:00,0.1,0.65,3.16,
2018-04-10 18:00:00,0.1,0.68,3.15,
2018-04-10 18:15:00,0.1,0.7,3.19,
2018-04-10 18:30:00,0.11,0.75,3.2,
2018-04-10 18:45:00,0.1,0.71,3.11,
2018-04-10 19:00:00,0.09,0.6,3.16,
2018-04-10 19:15:00,0.1,0.72,3.13,
2018-04-10 19:30:00,0.09,0.65,3.1,
2018-04-10 19:45:00,0.1,0.69,3.08,
2018-04-10 20:00:00,0.11,0.72,3.15,
2018-04-10 20:15:00,0.1,0.65,3.14,
2018-04-10 20:30:00,0.11,0.75,3.14,
2018-04-10 20:45:00,0.1,0.69,3.1,
2018-04-10 21:00:00,0.09,0.64,3.08,
2018-04-10 21:15:00,0.09,0.66,3.05,
2018-04-10 21:30:00,0.1,0.68,3.13,
2018-04-10 21:45:00,0.07,0.45,3.14,
2018-04-10 22:00:00,0.1,0.69,3.08,
2018-04-10 22:15:00,0.11,0.75,3.17,
2018-04-10 22:30:00,0.1,0.66,3.2,
2018-04-10 22:45:00,0.1,0.72,3.09,
2018-04-10 23:00:00,0.1,0.7,3.08,
2018-04-10 23:15:00,0.09,0.63,3.16,
2018-04-10 23:30:00,0.09,0.66,3.06,
2018-04-10 23:45:00,0.1,0.69,3.06,
2018-04-11 00:00:00,0.1,0.68,3.09,
2018-04-11 00:15:00,0.09,0.64,3.04,
2018-04-11 00:30:00,0.09,0.66,3.03,
